INFO 2025-02-20 04:02:22,016 autoreload Watching for file changes with StatReloader
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1736311827.4359262
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/sql/query.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/backends/django.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/dispatch/dispatcher.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/statistics.py first seen with mtime 1724146130.4997754
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/exceptions.py first seen with mtime 1736311827.4319263
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/management/__init__.py first seen with mtime 1736311827.2349296
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/keywords.py first seen with mtime 1736311826.9909337
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/socket.py first seen with mtime 1724146130.4917753
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/multiprocessing/reduction.py first seen with mtime 1724146130.8717835
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/struct.py first seen with mtime 1724146130.4997754
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/textwrap.py first seen with mtime 1724146130.5077755
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/multiprocessing/context.py first seen with mtime 1724146130.8637834
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/dispatch/__init__.py first seen with mtime 1736311827.4399261
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/others.py first seen with mtime 1736311826.9929338
DEBUG 2025-02-20 04:17:18,460 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/uploadhandler.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:17:18,460 autoreload File /usr/local/lib/python3.12/http/cookies.py first seen with mtime 1724146130.6957796
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/translation.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/apps/registry.py first seen with mtime 1736311827.0569327
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/uploadedfile.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/http/request.py first seen with mtime 1736311827.448926
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/templates.py first seen with mtime 1736311827.4179265
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/views/decorators/__init__.py first seen with mtime 1736311827.4599257
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/client.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/lookups.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/models.py first seen with mtime 1740025037.385001
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/dataclasses.py first seen with mtime 1724146130.435774
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/json/scanner.py first seen with mtime 1724146130.7957819
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/argparse.py first seen with mtime 1724146130.4197736
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/collections/abc.py first seen with mtime 1724146130.5477765
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admindocs/__init__.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/watchmate/watchmate/urls.py first seen with mtime 1738737879.8453157
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/ast.py first seen with mtime 1724146130.4197736
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/views.py first seen with mtime 1736311827.4149265
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1736311827.4189265
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/watchmate/manage.py first seen with mtime 1736312339.5497353
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admindocs/utils.py first seen with mtime 1736311827.1819305
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sites/__init__.py first seen with mtime 1736311827.3939269
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/html/__init__.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/lib-dynload/_blake2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.279945
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/checks.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/serializers.py first seen with mtime 1736314502.0415468
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/response.py first seen with mtime 1736311827.4509258
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/autoreload.py first seen with mtime 1736311827.449926
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/asgiref/local.py first seen with mtime 1736311827.0209332
DEBUG 2025-02-20 04:17:18,461 autoreload File /usr/local/lib/python3.12/lib-dynload/_asyncio.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2199435
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/migrations/utils.py first seen with mtime 1736311827.4329262
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/compat.py first seen with mtime 1736314502.0375469
DEBUG 2025-02-20 04:17:18,461 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/urls.py first seen with mtime 1736314502.0425467
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1736311827.4159265
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/heapq.py first seen with mtime 1724146130.4517744
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/utils.py first seen with mtime 1736311827.1099317
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/ssl.py first seen with mtime 1724146130.4957752
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/validators.py first seen with mtime 1736311827.4159265
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/_os.py first seen with mtime 1736311827.4549258
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/sqlite3/introspection.py first seen with mtime 1736311827.4309263
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/zoneinfo/_tzpath.py first seen with mtime 1724146130.9917862
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/asyncio/__init__.py first seen with mtime 1724146130.5237758
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/lib-dynload/math.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2519443
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/inspect.py first seen with mtime 1736311827.4569259
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/asyncio/subprocess.py first seen with mtime 1724146130.5397763
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/base/introspection.py first seen with mtime 1736311827.4269264
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/email/policy.py first seen with mtime 1724146130.5877774
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/lib-dynload/_socket.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3199458
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/metadata.py first seen with mtime 1736314502.0385468
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/sites.py first seen with mtime 1736311827.1099317
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/rest_framework/schemas/openapi.py first seen with mtime 1736314502.0545468
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1736311827.373927
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/watchmate/watchlist_app/api/views.py first seen with mtime 1740024200.211439
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/lib-dynload/_sqlite3.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.3319461
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/__init__.py first seen with mtime 1736311827.4369261
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/filters/tokens.py first seen with mtime 1736311826.9929338
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/templatetags/cache.py first seen with mtime 1736311827.452926
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/storage/base.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1736311827.1809306
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/files/storage/memory.py first seen with mtime 1736311827.4199264
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/management/commands/__init__.py first seen with mtime 1736311827.4219263
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/deletion.py first seen with mtime 1736311827.434926
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/backends.py first seen with mtime 1736311827.20593
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/text.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/locale.py first seen with mtime 1724146130.4557745
DEBUG 2025-02-20 04:17:18,462 autoreload File /usr/local/lib/python3.12/asyncio/queues.py first seen with mtime 1724146130.5357761
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/models.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:17:18,462 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/termcolors.py first seen with mtime 1736311827.4579258
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/html/entities.py first seen with mtime 1724146130.6917796
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/json.py first seen with mtime 1736311827.4369261
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/auth/signals.py first seen with mtime 1736311827.2069302
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/asyncio/format_helpers.py first seen with mtime 1724146130.5317762
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/collections/__init__.py first seen with mtime 1724146130.5477765
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/core/mail/utils.py first seen with mtime 1736311827.4209263
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/forms/forms.py first seen with mtime 1736311827.440926
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/email/errors.py first seen with mtime 1724146130.5837772
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1736311827.437926
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/utils/tree.py first seen with mtime 1736311827.4589257
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/re/_casefix.py first seen with mtime 1724146130.8877838
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/json/encoder.py first seen with mtime 1724146130.7957819
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/template/backends/base.py first seen with mtime 1736311827.4519258
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/opcode.py first seen with mtime 1724146130.4637747
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/email/_header_value_parser.py first seen with mtime 1724146130.575777
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/contrib/sessions/__init__.py first seen with mtime 1736311827.3729272
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1736311827.4299262
DEBUG 2025-02-20 04:17:18,463 autoreload File /usr/local/lib/python3.12/lib-dynload/binascii.cpython-312-x86_64-linux-gnu.so first seen with mtime 1724146138.2639446
DEBUG 2025-02-20 04:17:18,463 autoreload File /home/kpmidhlaj/django/menv/lib/python3.12/site-packages/sqlparse/engine/__init__.py first seen with mtime 1736311826.9919338
